Index,olefin,metal,Ligand-M,ligand,solvent,T(K),p(bar),CO/H2,t(h),L/M,S/M,[M](mM),L/B,Year,Journal,Database,DOI,bins
979,C=CCCCCCC,Pt,C[Si]1(C)C2=CC=CC(P->%16(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P->%17(C1=CC=CC=C1)C1=CC=CC=C1.[PtH]%16%17[Sn](Cl)(Cl)Cl,C[Si]1(C)C2=CC=CC(P(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1,C(Cl)Cl,303.15,40.0,1.0,3.3,1.0,1000.0,1.37,2.0,2007,Dalton Transactions,Royal Society of Chemistry,10.1039/B615428J,89
980,C=CCCCCCC,Pt,C[Si]1(C)C2=CC=CC(P->%16(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P->%17(C1=CC=CC=C1)C1=CC=CC=C1.[PtH]%16%17[Sn](Cl)(Cl)Cl,C[Si]1(C)C2=CC=CC(P(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1,C(Cl)Cl,313.15,40.0,1.0,2.0,1.0,1000.0,1.37,2.0,2007,Dalton Transactions,Royal Society of Chemistry,10.1039/B615428J,89
981,C=CCCCCCC,Pt,C[Si]1(C)C2=CC=CC(P->%16(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P->%17(C1=CC=CC=C1)C1=CC=CC=C1.[PtH]%16%17[Sn](Cl)(Cl)Cl,C[Si]1(C)C2=CC=CC(P(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1,C(Cl)Cl,323.15,40.0,1.0,1.3,1.0,1000.0,1.37,2.0,2007,Dalton Transactions,Royal Society of Chemistry,10.1039/B615428J,89
983,C=CCCCCCC,Pt,C[Si]1(C)C2=CC=CC(P->%16(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P->%17(C1=CC=CC=C1)C1=CC=CC=C1.[PtH]%16%17[Sn](Cl)(Cl)Cl,C[Si]1(C)C2=CC=CC(P(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1,C(Cl)Cl,343.15,40.0,1.0,0.8,1.0,1000.0,1.37,1.857332496,2007,Dalton Transactions,Royal Society of Chemistry,10.1039/B615428J,88
984,C=CCCCCCC,Pt,C[Si]1(C)C2=CC=CC(P->%16(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P->%17(C1=CC=CC=C1)C1=CC=CC=C1.[PtH]%16%17[Sn](Cl)(Cl)Cl,C[Si]1(C)C2=CC=CC(P(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1,C(Cl)Cl,353.15,40.0,1.0,0.4,1.0,1000.0,1.37,1.740362689,2007,Dalton Transactions,Royal Society of Chemistry,10.1039/B615428J,88
985,C=CCCCCCC,Pt,C[Si]1(C)C2=CC=CC(P->%16(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P->%17(C1=CC=CC=C1)C1=CC=CC=C1.[PtH]%16%17[Sn](Cl)(Cl)Cl,C[Si]1(C)C2=CC=CC(P(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1,C(Cl)Cl,363.15,40.0,1.0,0.3,1.0,1000.0,1.37,1.591064607,2007,Dalton Transactions,Royal Society of Chemistry,10.1039/B615428J,87
988,C=CCCCCCC,Pt,C[Si]1(C)C2=CC=CC(P->%16(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P->%17(C1=CC=CC=C1)C1=CC=CC=C1.[PtH]%16%17[Sn](Cl)(Cl)Cl,C[Si]1(C)C2=CC=CC(P(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1,C(Cl)Cl,393.15,40.0,1.0,0.1,1.0,1000.0,1.37,1.322219295,2007,Dalton Transactions,Royal Society of Chemistry,10.1039/B615428J,84
989,C=COC(C)=O,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,333.15,30.0,1.0,14.0,4.0,1000.0,0.1,-2.0,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,0
990,C=COC(C)=O,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,333.15,30.0,1.0,14.0,4.0,500.0,0.1,-2.0,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,0
992,C=COC(C)=O,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,318.15,30.0,1.0,14.0,4.0,500.0,0.1,-2.0,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,0
993,C=COC(C)=O,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,333.15,30.0,0.2,14.0,4.0,1000.0,0.1,-2.0,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,0
994,C=COC(C)=O,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,333.15,30.0,1.0,14.0,2.0,1000.0,0.1,-1.880813592,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,2
995,C=COC(C)=O,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,333.15,30.0,1.0,14.0,10.0,1000.0,0.1,-2.0,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,0
998,C=COC(C)=O,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,313.15,30.0,0.2,14.0,4.0,4000.0,0.1,-2.0,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,0
999,C=COC(=O)CC,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,333.15,30.0,0.2,14.0,4.0,1000.0,0.1,-1.86332286,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,2
1000,C=COC(=O)CC,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,313.15,30.0,0.2,14.0,4.0,300.0,0.1,-2.0,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,0
1001,C=COC(=O)C(C)(C)C,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,333.15,30.0,0.2,14.0,4.0,1000.0,0.1,-2.0,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,0
1003,C=COC(=O)C1=CC=CC=C1,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,333.15,30.0,0.2,14.0,4.0,1000.0,0.1,-1.748188027,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,3
1004,C=COC(=O)C1=CC=CC=C1,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,313.15,30.0,0.2,14.0,4.0,300.0,0.1,-2.0,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,0
1006,C=COC(=O)C1=CC=C(OC)C=C1,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,313.15,30.0,0.2,14.0,4.0,300.0,0.1,-2.0,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,0
1007,C=COC(=O)C1=CC=C(F)C=C1,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,333.15,30.0,0.2,14.0,4.0,1000.0,0.1,-2.0,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,0
1008,C=COC(=O)C1=CC=C(F)C=C1,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,313.15,30.0,0.2,14.0,4.0,300.0,0.1,-2.0,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,0
1010,C=COC(=O)C1=CC2=C(C=CC=C2)C=C1,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,313.15,30.0,0.2,14.0,4.0,300.0,0.1,-1.908485019,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,1
1011,C=COC(=O)CCCCCCCCCCC,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,333.15,30.0,0.2,14.0,4.0,1000.0,0.1,-2.0,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,0
1013,C=COC(=O)C(=C)C,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,333.15,30.0,0.2,14.0,4.0,1000.0,0.1,-2.0,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,0
1015,C=CCOC(C)=O,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,333.15,30.0,0.2,14.0,4.0,100.0,0.1,1.0,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,82
1016,C=CCOC(C)=O,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,353.15,30.0,0.2,14.0,4.0,100.0,0.1,1.0,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,82
1018,C=CNC(C)=O,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,313.15,30.0,0.2,14.0,4.0,300.0,0.1,-1.397940009,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,10
1019,C=CN(C)C(C)=O,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,333.15,30.0,0.2,14.0,4.0,1000.0,0.1,-0.698970004,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,37
1020,C=CN(C)C(C)=O,Rh,C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P->%16(C1=CC=CC=C1)C1=CC=CC=C1)P->%171OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H](C1=CC=CC=C1)N(C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)P1OC2=CC=C3C=CC=CC3=C2[C@H](C2=CC=CC=C2)N1[C@@H](C)C1=CC=CC=C1,CC1=CC=CC=C1,313.15,30.0,0.2,14.0,4.0,300.0,0.1,-0.77815125,2016,ACS Catal.,ACS,10.1021/acscatal.5b02846,34
1021,C=C(CC1=CC=CC=C1)C(=O)OCC,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,CC1=CC=CC=C1,363.15,10.0,1.0,20.0,1.2,50.0,1.0,2.0,2011,JACS,ACS,10.1021/ja2092689,89
1022,C=C(CC1=CC=CC=C1)C(=O)OCC,Rh,C[C@H](NC(=O)C1=CC=CC=C1[C@H]1N2C(=O)CCC(=O)N2[C@H](C2=CC=CC=C2C(=O)N[C@@H](C)C2=CC=CC=C2)P->%161C1=C(P->%172C(CC3=C(C(=O)N[C@@H](C)C4=CC=CC=C4)C=CC=C3)N3C(=O)CCC(=O)N3[C@@H]2C2=C(C(=O)N[C@@H](C)C3=CC=CC=C3)C=CC=C2)C=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@H](NC(=O)C1=CC=CC=C1[C@H]1N2C(=O)CCC(=O)N2[C@H](C2=CC=CC=C2C(=O)N[C@@H](C)C2=CC=CC=C2)P1C1=C(P2C(CC3=C(C(=O)N[C@@H](C)C4=CC=CC=C4)C=CC=C3)N3C(=O)CCC(=O)N3[C@@H]2C2=C(C(=O)N[C@@H](C)C3=CC=CC=C3)C=CC=C2)C=CC=C1)C1=CC=CC=C1,CC1=CC=CC=C1,363.15,10.0,1.0,20.0,1.2,50.0,1.0,1.041392685,2011,JACS,ACS,10.1021/ja2092689,82
1023,C=C(CC1=CC=CC=C1)C(=O)OCC,Rh,CC1=CC(C(C)(C)C)=C2OP->%16(OC3=CC=CC=C3C3=C(OP->%174OC5=C(C(C)(C)C)C=C(C)C(C)=[C@@]5[C@@]5=C(C)C(C)=CC(C(C)(C)C)=C5O4)C=CC=C3)OC3=C(C(C)(C)C)C=C(C)C(C)=[C@@]3[C@@]2=C1C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C(C)(C)C)=C2OP(OC3=CC=CC=C3C3=C(OP4OC5=C(C(C)(C)C)C=C(C)C(C)=[C@@]5[C@@]5=C(C)C(C)=CC(C(C)(C)C)=C5O4)C=CC=C3)OC3=C(C(C)(C)C)C=C(C)C(C)=[C@@]3[C@@]2=C1C,CC1=CC=CC=C1,363.15,10.0,1.0,20.0,1.2,50.0,1.0,0.740362689,2011,JACS,ACS,10.1021/ja2092689,78
1024,C=C(CC1=CC=CC=C1)C(=O)OCC,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162CCP->%172[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2CCP2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,363.15,10.0,1.0,20.0,1.2,50.0,1.0,0.051152522,2011,JACS,ACS,10.1021/ja2092689,55
1025,C=C(CC1=CC=CC=C1)C(=O)OCC,Rh,CC(C)(C)OC(=O)N1C[C@@H](P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C[C@H]1CP->%17(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)(C)OC(=O)N1C[C@@H](P(C2=CC=CC=C2)C2=CC=CC=C2)C[C@H]1CP(C1=CC=CC=C1)C1=CC=CC=C1,CC1=CC=CC=C1,363.15,10.0,1.0,20.0,1.2,50.0,1.0,1.0,2011,JACS,ACS,10.1021/ja2092689,82
1026,C=C(CC1=CC=CC=C1)C(=O)OCC,Rh,CP->%16(C1=NC2=CC=CC=C2N=C1P->%17(C)C(C)(C)C)C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CP(C1=NC2=CC=CC=C2N=C1P(C)C(C)(C)C)C(C)(C)C,CC1=CC=CC=C1,363.15,10.0,1.0,20.0,1.2,50.0,1.0,0.065266732,2011,JACS,ACS,10.1021/ja2092689,55
1027,C=C(CC1=CC=CC=C1)C(=O)OCC,Rh,CP->%16(C1=CC=CC=C1P->%17(C)C(C)(C)C)C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CP(C1=CC=CC=C1P(C)C(C)(C)C)C(C)(C)C,CC1=CC=CC=C1,363.15,10.0,1.0,20.0,1.2,50.0,1.0,0.148939013,2011,JACS,ACS,10.1021/ja2092689,57
1028,C=C(CC1=CC=CC=C1)C(=O)OCC,Rh,CP->%16(C1=CC=CC=C1P->%17(C)C(C)(C)C)C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CP(C1=CC=CC=C1P(C)C(C)(C)C)C(C)(C)C,CC1=CC=CC=C1,373.15,10.0,1.0,20.0,1.2,50.0,1.0,0.397940009,2011,JACS,ACS,10.1021/ja2092689,64
1029,C=C(CC1=CC=CC=C1)C(=O)OCC,Rh,CP->%16(C1=CC=CC=C1P->%17(C)C(C)(C)C)C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CP(C1=CC=CC=C1P(C)C(C)(C)C)C(C)(C)C,CCCCCCCCCCCC,373.15,10.0,1.0,20.0,1.2,50.0,1.0,0.454258372,2011,JACS,ACS,10.1021/ja2092689,67
1030,C=C(CC1=CC=CC=C1)C(=O)OCC,Rh,CP->%16(C1=CC=CC=C1P->%17(C)C(C)(C)C)C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CP(C1=CC=CC=C1P(C)C(C)(C)C)C(C)(C)C,CCCCCCCCCCCC,373.15,9.0,9.0,20.0,1.2,25.0,1.0,0.621365147,2011,JACS,ACS,10.1021/ja2092689,75
1031,C=C(CC1=CC=CC=C1)C(=O)OCC,Rh,CP->%16(C1=CC=CC=C1P->%17(C)C(C)(C)C)C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CP(C1=CC=CC=C1P(C)C(C)(C)C)C(C)(C)C,CCCCCCCCCCCC,373.15,10.0,0.2,20.0,1.2,100.0,1.0,1.197280558,2011,JACS,ACS,10.1021/ja2092689,84
